Collection_Num,BirdID,Sex,AgeY,AgeClass,BirthFPID,U_PlateID,RTL,Technician,Terr,FPID,mum,dad,MAC,PAC,BrF,BrM
1416,3697,1,0.164383562,FL,37,8_22,0.92,1,11,54,1753,1606,3.646575342,5.2,1753,1775
1417,3577,1,0.021917808,CH,37,6_33,1.26,1,110,37,3022,1489,1.591780822,6.005479452,3022,0
1418,3499,0,0.164383562,FL,37,8_4,0.74,1,116,37,1716,2976,2.802739726,1.578082192,1716,2976
1419,3650,0,0.164383562,FL,37,8_5,0.81,1,116,54,1781,1512,3.197260274,6.112328767,1781,1579
1420,3606,0,4.528767123,A,37,6_26,0.85,1,68,103,3003,1710,1.295890411,3.189041096,3003,2991
1421,3606,0,0.068493151,CH,37,6_33,0.97,1,122,37,3003,1710,1.295890411,3.189041096,3003,2991
1422,3606,0,7.904109589,A,37,6_27,0.58,1,68,122,3003,1710,1.295890411,3.189041096,3003,2991
1423,3606,0,4.967123288,A,37,6_26,0.9,1,68,104,3003,1710,1.295890411,3.189041096,3003,2991
1424,3606,0,6.471232877,A,37,6_27,0.45,1,68,112,3003,1710,1.295890411,3.189041096,3003,2991
1425,3606,0,0.989041096,SA,37,3_88,0.86,2,122,75,3003,1710,1.295890411,3.189041096,3003,2991
1426,3606,0,3.010958904,A,37,7_39,0.82,1,68,87,3003,1710,1.295890411,3.189041096,3003,2991
1427,3601,1,0.02739726,CH,37,6_33,0.72,1,15,37,1772,1729,2.38630137,3.950684932,1772,1729
1428,3575,1,0.030136986,CH,37,6_32,1.03,1,16,37,1824,1795,1.947945205,2.989041096,1419,1795
1429,3603,0,0.02739726,CH,37,6_33,0.83,1,17,37,1559,2960,5.863013699,1.876712329,1559,1702
1430,3572,1,0.01369863,CH,37,6_32,0.93,1,19,37,1506,1720,5.980821918,3.580821918,1506,1720
1431,3572,1,1.44109589,SA,37,6_19,0.87,1,-2,77,1506,1720,5.980821918,3.580821918,1506,1720
1432,3450,0,0.164383562,FL,37,8_17,1.36,1,19,37,1506,1720,5.635616438,3.235616438,1506,1720
1433,3569,0,2.936986301,A,37,7_35,0.52,1,126,87,0,0,0,0,1763,1287
1434,3569,0,0.98630137,SA,37,6_22,0.82,1,126,75,0,0,0,0,1763,1287
1435,3569,0,0.024657534,CH,37,6_32,0.65,1,2,37,0,0,0,0,1763,1287
1436,3517,0,0.02739726,CH,37,6_32,0.81,1,20,37,1828,1848,1.934246575,1.917808219,1828,1848
1437,3517,0,2.97260274,A,37,8_36,0.73,1,111,87,1828,1848,1.934246575,1.917808219,1828,1848
1438,3517,0,1.967123288,A,37,6_28,0.67,1,111,82,1828,1848,1.934246575,1.917808219,1828,1848
1439,3519,1,2.065753425,A,37,3_71,1.08,2,7,82,0,1773,0,3.065753425,1346,1773
1440,3519,1,2.021917808,A,37,6_28,0.7,1,7,82,0,1773,0,3.065753425,1346,1773
1441,3519,1,0.02739726,CH,37,6_35,0.96,1,21,37,0,1773,0,3.065753425,1346,1773
1442,3519,1,2.454794521,A,37,3_71,0.51,2,7,85,0,1773,0,3.065753425,1346,1773
1443,3519,1,4.915068493,A,37,7_38,0.62,1,7,104,0,1773,0,3.065753425,1346,1773
1444,3447,1,0.35890411,SA,37,8_4,0.39,1,22,37,1501,1773,6.224657534,2.742465753,1501,1606
1445,3518,0,0.02739726,CH,37,6_32,0.99,1,22,37,0,0,0,0,1501,1606
1446,3447,1,0.164383562,FL,37,8_25,0.88,1,22,37,1501,1773,6.224657534,2.742465753,1501,1606
1447,3518,0,4.030136986,A,37,6_24,0.52,1,69,92,0,0,0,0,1501,1606
1448,3518,0,3.520547945,A,37,8_10,1.29,1,69,90,0,0,0,0,1501,1606
1449,3615,1,0.164383562,OFL,37,8_25,1.07,1,22,54,1857,1606,2.016438356,5.147945205,1501,1606
1450,3518,0,1.443835616,A,37,6_19,1.13,1,69,77,0,0,0,0,1501,1606
1451,3615,1,3.452054795,A,37,8_4,0.8,1,25,90,1857,1606,2.016438356,5.147945205,1501,1606
1452,3518,0,5.917808219,A,37,6_27,0.78,1,69,105,0,0,0,0,1501,1606
1453,3615,1,0.509589041,SA,37,8_16,0.71,1,25,74,1857,1606,2.016438356,5.147945205,1501,1606
1454,3447,1,0.942465753,A,37,8_16,1.15,1,9,74,1501,1773,6.224657534,2.742465753,1501,1606
1455,3615,1,1.857534247,A,37,3_89,1.99,2,25,82,1857,1606,2.016438356,5.147945205,1501,1606
1456,3518,0,0.61369863,SA,37,7_33,1.44,1,69,74,0,0,0,0,1501,1606
1457,3520,0,1.273972603,A,37,8_16,0.86,1,1.1,75,1388,1611,6.652054795,4.720547945,2975,1611
1458,3573,1,0.02739726,CH,37,6_33,0.85,1,24,37,2975,1611,1.463013699,5.049315068,2975,1611
1459,3520,0,0.328767123,OFL,37,8_12,2.42,1,24,37,1388,1611,6.652054795,4.720547945,2975,1611
1460,3571,0,0.02739726,CH,37,6_36,1.13,1,24,37,2975,1611,1.463013699,5.049315068,2975,1611
1461,3573,1,1.019178082,SA,37,3_89,0.62,2,24,75,2975,1611,1.463013699,5.049315068,2975,1611
1462,3576,1,2.449315068,A,37,8_18,1.07,1,124,85,1864,1848,2.016438356,1.961643836,1864,1542
1463,3576,1,0.980821918,SA,37,7_37,1.01,1,124,75,1864,1848,2.016438356,1.961643836,1864,1542
1464,3576,1,0.010958904,CH,37,6_32,1.19,1,26,37,1864,1848,2.016438356,1.961643836,1864,1542
1465,3576,1,1.38630137,SA,37,6_19,1.23,1,124,77,1864,1848,2.016438356,1.961643836,1864,1542
1466,3503,0,0.164383562,FL,37,8_12,1.75,1,26.5,37,1536,1787,5.665753425,2.484931507,1536,1787
1467,3503,0,0.509589041,OFL,37,8_8,0.84,1,26.5,54,1536,1787,5.665753425,2.484931507,1536,1787
1468,3579,0,0.021917808,CH,37,6_33,1.6,1,26.5,37,1536,1512,5.893150685,5.994520548,1536,1787
1469,3510,0,0.328767123,OFL,37,8_4,0.88,1,28.1,37,1415,1566,6.575342466,5.452054795,1415,1743
1470,3521,1,0.02739726,CH,37,6_32,0.84,1,28.1,37,1415,1040,6.915068493,10.01643836,1415,1743
1471,3446,0,0.164383562,FL,37,8_10,0.64,1,29,37,0,0,0,0,1764,1711
1472,3446,0,2.279452055,A,37,3_14,0.34,2,20,82,0,0,0,0,1764,1711
1473,3446,0,1.232876712,A,37,8_15,1.62,1,20,75,0,0,0,0,1764,1711
1474,3591,0,0.032876712,CH,37,6_36,0.83,1,3,37,1532,911,5.945205479,11.19726027,1532,911
1475,3594,0,0.030136986,CH,37,6_36,0.79,1,3.1,37,1740,1187,3.901369863,8.723287671,1740,1187
1476,3594,0,6.465753425,A,37,6_27,0.19,1,123,112,1740,1187,3.901369863,8.723287671,1740,1187
1477,3594,0,0.857534247,SA,37,3_1,0.94,2,3.1,75,1740,1187,3.901369863,8.723287671,1740,1187
1478,4805,1,0.657534247,SA,37,7_38,0.99,1,30.1,74,3487,1543,2.115068493,6.249315068,3487,1543
1479,4805,1,3.498630137,A,37,3_71,0.68,2,130,90,3487,1543,2.115068493,6.249315068,3487,1543
1480,4805,1,1.030136986,SA,37,3_71,1.24,2,30.1,75,3487,1543,2.115068493,6.249315068,3487,1543
1481,3580,0,0.024657534,CH,37,6_36,1.37,1,30.2,37,1854,1029,1.942465753,9.109589041,1854,1029
1482,3580,0,1.942465753,A,37,6_23,0.45,1,67,82,1854,1029,1.942465753,9.109589041,1854,1029
1483,3498,0,0.164383562,FL,37,8_22,1.26,1,33,37,2985,1752,1.482191781,2.704109589,1765,1752
1484,3498,0,1.635616438,A,37,4_32,1.22,2,123,77,2985,1752,1.482191781,2.704109589,1765,1752
1485,3602,1,0.02739726,CH,37,6_16,1.04,1,33.1,37,1193,1590,9.084931507,5.17260274,1193,1590
1486,3581,0,0.02739726,CH,37,6_33,1.45,1,34.5,37,1200,1553,9.038356164,5.82739726,1200,1553
1487,3451,0,0.936986301,A,37,7_38,0.95,1,-2,74,2987,1739,2.339726027,2.665753425,3010,1739
1488,3451,0,8.249315068,A,37,8_40,0.64,1,94,122,2987,1739,2.339726027,2.665753425,3010,1739
1489,3451,0,6.452054795,A,37,8_40,1.06,1,94,105,2987,1739,2.339726027,2.665753425,3010,1739
1490,3451,0,0.164383562,FL,37,8_31,0.73,1,37,37,2987,1739,2.339726027,2.665753425,3010,1739
1491,3451,0,3.353424658,A,37,3_79,0.74,2,94,87,2987,1739,2.339726027,2.665753425,3010,1739
1492,3451,0,4.334246575,A,37,7_36,0.72,1,94,92,2987,1739,2.339726027,2.665753425,3010,1739
1493,3500,0,2.84109589,A,37,3_79,0.7,2,9,85,2987,1739,2.273972603,2.6,3010,1739
1494,3514,0,0.449315068,SA,37,8_14,1.67,1,38,54,1821,1504,2.761643836,5.931506849,1821,1504
1495,3649,0,0.164383562,FL,37,8_25,0.58,1,38,54,1821,1504,3.073972603,6.243835616,1821,1504
1496,3699,0,0.164383562,FL,37,8_20,1.36,1,39,54,2968,1769,1.967123288,2.580821918,459,1769
1497,3699,0,0.435616438,A,37,8_13,1.29,1,39,74,2968,1769,1.967123288,2.580821918,459,1769
1498,3699,0,1.298630137,A,37,8_24,1.02,1,39,77,2968,1769,1.967123288,2.580821918,459,1769
1499,3699,0,7.736986301,A,37,8_30,0.89,1,112,122,2968,1769,1.967123288,2.580821918,459,1769
1500,3688,0,0.164383562,FL,37,8_4,1.02,1,4,54,1791,1509,3.169863014,6.479452055,1791,1509
1501,3614,1,0.02739726,CH,37,6_19,1.68,1,41.1,37,1757,1831,3.942465753,2.038356164,1757,1523
1502,3515,1,3.8,A,37,8_10,1.03,1,41,90,1369,1744,7.649315068,3.504109589,3453,1744
1503,3515,1,4.205479452,A,37,8_12,1.81,1,41,92,1369,1744,7.649315068,3.504109589,3453,1744
1504,3515,1,0.964383562,A,37,8_12,1.18,1,43,74,1369,1744,7.649315068,3.504109589,3453,1744
1505,3617,1,0.939726027,SA,37,8_19,0.24,1,44,75,1827,1783,2.690410959,2.402739726,1827,1783
1506,3617,1,0.164383562,FL,37,8_19,1.71,1,44,54,1827,1783,2.690410959,2.402739726,1827,1783
1507,3512,0,0.032876712,CH,37,6_32,1.2,1,46,37,1042,1590,9,5.060273973,1042,1577
1508,3513,0,0.328767123,OFL,37,8_18,1.39,1,46,37,1042,453,8.709589041,12.6109589,1042,1577
1509,3565,1,0.030136986,CH,37,6_33,1.69,1,49,37,1782,1881,3.054794521,1.928767123,1782,1881
1510,3568,0,0.030136986,CH,37,6_33,1.42,1,49,37,1782,1881,3.054794521,1.928767123,1782,1881
1511,3445,1,2.35890411,A,37,3_9,0.86,2,123,82,1605,497,4.364383562,11.70136986,1605,497
1512,3689,1,0.164383562,FL,37,8_14,1.28,1,5,54,1605,911,4.863013699,11.32876712,1605,497
1513,3445,1,0.164383562,FL,37,8_3,0.98,1,5,37,1605,497,4.364383562,11.70136986,1605,497
1514,3491,0,3.668493151,A,37,3_79,0.56,2,86,90,1605,497,4.479452055,11.81643836,1605,497
1515,3612,1,2.361643836,A,37,3_65,1.05,2,11,85,3009,1742,1.01369863,3.071232877,1244,1742
1516,3612,1,3.405479452,A,37,3_65,0.97,2,11,90,3009,1742,1.01369863,3.071232877,1244,1742
1517,3612,1,0.515068493,SA,37,7_20,0.53,1,50,74,3009,1742,1.01369863,3.071232877,1244,1742
1518,3647,1,0.164383562,FL,37,8_22,0.82,1,51.2,54,2989,1731,1.512328767,3.142465753,2989,1591
1519,3502,0,0.328767123,OFL,37,8_11,0.98,1,54,37,1895,1754,1.506849315,3.473972603,1895,1754
1520,3566,0,0.032876712,CH,37,6_33,1.5,1,57.1,37,1491,1356,5.991780822,7.975342466,1491,1823
1521,3590,0,0.95890411,SA,37,6_33,1.04,1,58,75,2963,1796,1.512328767,3.010958904,2978,1709
1522,3590,0,3.832876712,A,37,7_37,0.72,1,127,92,2963,1796,1.512328767,3.010958904,2978,1709
1523,3590,0,3.380821918,A,37,6_24,0.66,1,127,90,2963,1796,1.512328767,3.010958904,2978,1709
1524,3590,0,0.02739726,CH,37,6_36,1.2,1,58,37,2963,1796,1.512328767,3.010958904,2978,1709
1525,3695,0,3.347945205,A,37,3_81,0.98,2,101,90,1437,1623,6.865753425,4.180821918,1437,1722
1526,3695,0,0.164383562,FL,37,8_10,1.59,1,59,54,1437,1623,6.865753425,4.180821918,1437,1722
1527,3501,0,0.328767123,OFL,37,8_23,0.82,1,59,37,1437,1623,6.339726027,3.654794521,1437,1722
1528,3501,0,2.22739726,A,37,4_34,1.08,2,79,82,1437,1623,6.339726027,3.654794521,1437,1722
1529,3570,1,0.021917808,CH,37,6_36,0.83,1,59.1,37,1779,1796,3.079452055,3.005479452,1779,1196
1530,3570,1,1.408219178,SA,37,6_19,1.1,1,62,77,1779,1796,3.079452055,3.005479452,1779,1196
1531,3449,0,3.879452055,A,37,3_64,1.04,2,19,90,1614,1767,3.863013699,2.77260274,1614,1767
1532,3449,0,4.194520548,A,37,3_64,0.92,2,19,92,1614,1767,3.863013699,2.77260274,1614,1767
1533,3449,0,0.164383562,FL,37,7_44,0.89,1,19,37,1614,1767,3.863013699,2.77260274,1614,1767
1534,3457,1,0.334246575,OFL,37,8_24,1.23,1,62,37,1717,1797,3.594520548,2.323287671,1717,1797
1535,3457,1,3.279452055,A,37,3_79,0.58,2,60.1,87,1717,1797,3.594520548,2.323287671,1717,1797
1536,3599,1,0.032876712,CH,37,6_33,0.76,1,62.1,37,1697,1196,3.55890411,9.043835616,1697,1796
1537,3455,0,0.164383562,FL,37,8_22,1.82,1,62.1,37,1697,1796,3.2,2.668493151,1697,1796
1538,3511,1,0.328767123,OFL,37,7_46,0.72,1,63,37,1195,1579,8.306849315,4.780821918,1195,1871
1539,3605,0,0.02739726,CH,37,6_33,0.63,1,63,37,1195,1871,8.717808219,2.301369863,1195,1871
1540,3511,1,0.654794521,SA,37,4_26,1.72,2,63,54,1195,1579,8.306849315,4.780821918,1195,1871
1541,3597,0,0.008219178,CH,37,6_33,0.97,1,64,37,1170,1579,8.287671233,5.191780822,1170,1524
1542,3595,0,0.008219178,CH,37,6_36,0.86,1,64,37,1893,1871,3.649315068,2.301369863,1170,1524
1543,3595,0,2.898630137,SA,37,8_36,0.55,1,60.1,87,1893,1871,3.649315068,2.301369863,1170,1524
1544,3595,0,7.071232877,A,37,7_32,0.62,1,60.1,116,1893,1871,3.649315068,2.301369863,1170,1524
1545,3598,0,0.02739726,CH,37,6_33,0.68,1,66,37,1438,1708,6.101369863,3.630136986,1438,1718
1546,3462,0,0.164383562,FL,37,8_12,1.67,1,69,37,1403,1533,7.536986301,5.578082192,1403,3454
1547,3462,0,2.742465753,A,37,3_64,0.74,2,29,85,1403,1533,7.536986301,5.578082192,1403,3454
1548,3462,0,6.416438356,A,37,9_29,0.83,1,29,105,1403,1533,7.536986301,5.578082192,1403,3454
1549,3462,0,6.663013699,A,37,8_35,0.58,1,29,110,1403,1533,7.536986301,5.578082192,1403,3454
1550,3462,0,3.252054795,A,37,3_64,0.78,2,29,87,1403,1533,7.536986301,5.578082192,1403,3454
1551,3461,0,0.164383562,FL,37,8_39,0.65,1,69,37,1403,1533,7.536986301,5.578082192,1403,3454
1552,3462,0,8.838356164,A,37,8_32,0.89,1,29,124,1403,1533,7.536986301,5.578082192,1403,3454
1553,3462,0,3.731506849,A,37,8_4,0.9,1,29,90,1403,1533,7.536986301,5.578082192,1403,3454
1554,3504,1,0.02739726,CH,37,6_32,1.14,1,7,37,930,1485,11.06027397,6.926027397,930,1485
1555,3574,0,8.868493151,A,37,7_29,0.62,1,93,125,3090,1381,1.22739726,7.98630137,3090,1381
1556,3574,0,0.016438356,CH,37,6_32,1.09,1,73,37,3090,1381,1.22739726,7.98630137,3090,1381
1557,3574,0,4.501369863,A,37,6_26,0.63,1,93,103,3090,1381,1.22739726,7.98630137,3090,1381
1558,3574,0,2.452054795,A,37,6_28,0.52,1,93,85,3090,1381,1.22739726,7.98630137,3090,1381
1559,3574,0,3.498630137,A,37,3_65,0.67,2,93,90,3090,1381,1.22739726,7.98630137,3090,1381
1560,3574,0,3.010958904,A,37,6_28,0.59,1,93,87,3090,1381,1.22739726,7.98630137,3090,1381
1561,3648,0,0.164383562,OFL,37,8_19,0.35,1,75,54,1851,1199,2.693150685,9.164383562,1851,1199
1562,3505,0,2.323287671,A,37,3_9,1.09,2,50.1,82,1580,1040,4.767123288,9.660273973,1580,1040
1563,3505,0,0.328767123,OFL,37,7_44,1.19,1,76,37,1580,1040,4.767123288,9.660273973,1580,1040
1564,3644,1,0.164383562,FL,37,8_6,1.47,1,76,54,1580,1766,5.268493151,2.575342466,1580,1040
1565,3645,0,5.956164384,A,37,8_29,0.45,1,77,105,1576,1512,5.44109589,6.109589041,1576,1512
1566,3645,0,0.164383562,FL,37,8_22,1.56,1,77.1,54,1576,1512,5.44109589,6.109589041,1576,1512
1567,3516,0,0.328767123,OFL,37,8_20,1.35,1,78,37,1790,1731,2.367123288,2.693150685,1790,1731
1568,3646,0,1.279452055,SA,37,8_20,1.98,1,28,77,1790,2964,2.816438356,2.704109589,1790,1731
1569,3646,0,0.164383562,FL,37,8_23,0.48,1,78,54,1790,2964,2.816438356,2.704109589,1790,1731
1570,3516,0,1.320547945,SA,37,8_6,1.69,1,53,75,1790,1731,2.367123288,2.693150685,1790,1731
1571,3643,1,0.876712329,SA,37,8_29,0.91,1,76,75,1665,1623,3.802739726,4.156164384,1665,1623
1572,3643,1,7.920547945,A,37,8_40,1.05,1,76,122,1665,1623,3.802739726,4.156164384,1665,1623
1573,3643,1,0.164383562,FL,37,8_7,1.69,1,79,54,1665,1623,3.802739726,4.156164384,1665,1623
1574,3643,1,7,A,37,8_39,0.69,1,76,116,1665,1623,3.802739726,4.156164384,1665,1623
1575,3564,1,0.328767123,OFL,37,8_3,0.95,1,81,37,1685,1608,2.676712329,4.4,1685,1608
1576,3578,1,0.945205479,SA,37,3_87,1,2,81,75,1685,1608,3,4.723287671,1685,1608
1577,3578,1,0.024657534,CH,37,6_36,1.34,1,81,37,1685,1608,3,4.723287671,1685,1608
1578,3578,1,0.961643836,SA,37,6_33,0.92,1,81,75,1685,1608,3,4.723287671,1685,1608
1579,3600,1,0.024657534,CH,37,6_33,1.01,1,83,37,1760,1829,3.868493151,1.991780822,1760,1829
1580,3596,0,0.02739726,CH,37,6_36,0.67,1,85,37,1401,1877,7.909589041,1.865753425,1401,1788
1581,3596,0,4.912328767,A,37,7_31,1.02,1,85,104,1401,1877,7.909589041,1.865753425,1401,1788
1582,3596,0,2.917808219,A,37,7_41,0.7,1,85,87,1401,1877,7.909589041,1.865753425,1401,1788
1583,3596,0,1.931506849,A,37,6_23,0.87,1,85,82,1401,1877,7.909589041,1.865753425,1401,1788
1584,3641,0,0.164383562,FL,37,8_21,0.76,1,86,54,919,1616,11.30136986,4.81369863,919,510
1585,3641,0,1.805479452,A,37,3_89,1.15,2,86,82,919,1616,11.30136986,4.81369863,919,510
1586,3641,0,2.857534247,A,37,8_13,1.34,1,86,87,919,1616,11.30136986,4.81369863,919,510
1587,3641,0,3.295890411,A,37,8_11,0.69,1,86,90,919,1616,11.30136986,4.81369863,919,510
1588,3652,0,0.164383562,FL,37,8_15,2.2,1,87,54,1024,1616,10.20821918,4.81369863,1024,1616
1589,3642,1,0.657534247,SA,37,8_31,0.97,1,87.1,54,1891,510,2.808219178,11.69041096,1891,1867
1590,3653,0,0.164383562,FL,37,8_33,0.47,1,87.1,54,1891,1523,3.298630137,6.243835616,1891,1867
1591,3700,0,0.657534247,SA,37,8_17,2.69,1,88,54,1678,1412,2.676712329,6.75890411,1678,1412
1592,3651,1,0.164383562,FL,37,8_23,1.17,1,88,54,1678,1412,3.147945205,7.230136986,1678,1412
1593,3619,1,0.802739726,A,37,8_13,1.41,1,92,75,1429,1886,6.660273973,3.139726027,1429,1886
1594,3613,0,0.02739726,CH,37,6_19,1.85,1,94,37,3508,1171,1.054794521,9.112328767,3508,1801
1595,3611,0,0.02739726,CH,37,6_29,1.09,1,94,37,3508,1171,1.054794521,9.112328767,3508,1801
1596,3509,0,0.246575342,J,37,8_13,0.66,1,94,37,3508,1171,0.701369863,8.75890411,3508,1801
1597,3459,1,0.391780822,OFL,37,8_4,1.75,1,96,37,1275,1610,7.375342466,4.38630137,3507,1587
1598,3459,1,0.164383562,FL,37,8_8,1.51,1,96,37,1275,1610,7.375342466,4.38630137,3507,1587
1599,1602,1,0.02739726,CH,39,5_4,1.18,2,1,39,912,1187,6.153424658,3.665753425,912,1348
1600,1684,1,2.536986301,A,39,4_39,0.68,2,29,30,927,501,6.416438356,6.580821918,927,501
1601,1684,1,0.657534247,SA,39,8_20,1.46,1,1.1,40,927,501,6.416438356,6.580821918,927,501
1602,1576,0,0.328767123,OFL,39,5_15,0.9,2,10,39,859,929,5.706849315,5.769863014,1859,929
1603,1611,1,1,A,39,7_31,1.26,1,92,40,639,1028,6.180821918,4.978082192,639,1028
1604,1611,1,5.164383562,A,39,7_29,0.51,1,24,37,639,1028,6.180821918,4.978082192,639,1028
1605,1600,1,0.02739726,CH,39,6_29,1.03,1,114,39,524,865,7.002739726,6.021917808,524,634
1606,1604,1,11.87123288,A,39,8_29,0.94,1,56,116,1247,494,3.756164384,10.30136986,1247,1020
1607,1604,1,0.657534247,SA,39,7_25,0.36,1,17,40,1247,494,3.756164384,10.30136986,1247,1020
1608,1608,1,3.545205479,A,39,4_41,1.03,2,81,32,1247,494,3.764383562,10.30958904,1247,1020
1609,1591,1,3.561643836,A,39,4_41,0.8,2,51.2,31,1059,1020,3.857534247,4.55890411,1059,1167
1610,1591,1,0.164383562,FL,39,5_16,0.86,2,18,39,1059,1020,3.857534247,4.55890411,1059,1167
1611,1601,1,0.02739726,CH,39,6_29,1,1,2,39,925,1287,6.112328767,2.665753425,925,1287
1612,1599,0,0.02739726,CH,39,6_29,1.16,1,22,39,1501,890,1.534246575,4.923287671,1501,890
1613,1586,0,0.328767123,OFL,39,5_16,0.76,2,25,39,503,1214,6.701369863,2.956164384,503,1214
1614,1605,0,6.169863014,A,39,7_46,0.84,1,5,77,1222,494,2.926027397,10.30410959,1222,494
1615,1605,0,4.120547945,A,39,4_18,0.8,2,5,35,1222,494,2.926027397,10.30410959,1222,494
1616,1605,0,8.260273973,A,39,3_68,0.69,2,5,90,1222,494,2.926027397,10.30410959,1222,494
1617,1605,0,10.84383562,A,39,7_42,0.16,1,5,105,1222,494,2.926027397,10.30410959,1222,494
1618,1605,0,0.657534247,SA,39,7_36,0.52,1,29,40,1222,494,2.926027397,10.30410959,1222,494
1619,1603,0,2.076712329,A,39,4_3,0.64,2,109,41,0,0,0,0,0,0
1620,1590,1,0.164383562,FL,39,7_27,0.84,1,33.1,39,826,1274,5.997260274,3.350684932,826,1213
1621,1590,1,2.117808219,A,39,4_3,1,2,33.1,41,826,1274,5.997260274,3.350684932,826,1213
1622,1616,1,8.161643836,A,39,8_12,1.09,1,87,90,1384,1370,2.249315068,3.279452055,1384,0
1623,1616,1,10.63835616,A,39,8_30,0.4,1,87,105,1384,1370,2.249315068,3.279452055,1384,0
1624,1616,1,0.657534247,SA,39,8_16,1,1,36,40,1384,1370,2.249315068,3.279452055,1384,0
1625,1616,1,3.115068493,A,39,4_15,0.9,2,87,31,1384,1370,2.249315068,3.279452055,1384,0
1626,1577,1,11.31506849,A,39,8_33,0.71,1,46,105,308,1274,9.605479452,3.164383562,308,216
1627,1577,1,0.328767123,OFL,39,7_31,1.48,1,38,39,308,1274,9.605479452,3.164383562,308,216
1628,1577,1,2.364383562,A,39,4_5,1.01,2,46.5,41,308,1274,9.605479452,3.164383562,308,216
1629,1577,1,8.808219178,A,39,7_40,1.04,1,46,90,308,1274,9.605479452,3.164383562,308,216
1630,1577,1,9.279452055,A,39,3_68,0.68,2,46,92,308,1274,9.605479452,3.164383562,308,216
1631,1574,1,0.164383562,FL,39,5_15,0.64,2,37,39,308,921,9.75890411,5.95890411,308,216
1632,1612,0,2.734246575,A,39,4_13,0.8,2,75,30,949,557,5.230136986,7.257534247,949,557
1633,1612,0,0.657534247,SA,39,8_9,0.69,1,102,40,949,557,5.230136986,7.257534247,949,557
1634,1572,1,0.164383562,FL,39,5_15,0.8,2,43,39,1369,1032,2.802739726,3.887671233,1369,1032
1635,1571,0,0.032876712,CH,39,6_31,0.84,1,46,39,1042,176,3.975342466,11.78630137,1042,176
1636,1575,0,0.328767123,OFL,39,5_15,0.58,2,50.1,39,1186,1188,3.665753425,3.323287671,1186,1184
1637,1615,1,1,A,39,4_1,0.81,2,57.1,40,1130,1356,3.923287671,2.898630137,1130,1356
1638,1606,1,5.361643836,A,39,4_24,1.23,2,22,54,595,495,6.942465753,6.942465753,595,495
1639,1606,1,1,A,39,4_1,0.87,2,22,40,595,495,6.942465753,6.942465753,595,495
1640,1585,1,0.164383562,FL,39,5_16,0.46,2,6,39,595,495,6.865753425,6.865753425,595,495
1641,1606,1,5.128767123,A,39,4_22,1.08,2,22,37,595,495,6.942465753,6.942465753,595,495
1642,1606,1,3.443835616,A,39,4_14,0.83,2,22,31,595,495,6.942465753,6.942465753,595,495
1643,1596,1,0.164383562,FL,39,5_17,1.01,2,60,39,168,1045,10.86849315,3.843835616,168,1045
1644,1578,1,0.164383562,FL,39,8_18,0.6,1,60.1,39,862,917,5.871232877,5.975342466,862,632
1645,1617,0,6.484931507,A,39,4_33,1.17,2,94.2,77,858,1063,6.01369863,3.956164384,858,1063
1646,1617,0,4.449315068,A,39,4_19,0.6,2,94.2,35,858,1063,6.01369863,3.956164384,858,1063
1647,1617,0,8.561643836,A,39,3_76,0.73,2,94.2,90,858,1063,6.01369863,3.956164384,858,1063
1648,1617,0,1,A,39,4_2,0.88,2,94.2,40,858,1063,6.01369863,3.956164384,858,1063
1649,1598,0,0.328767123,OFL,39,5_17,1.56,2,82,39,1195,1279,3.334246575,3.046575342,1195,1243
1650,1598,0,3.342465753,A,39,7_42,1.02,1,65,30,1195,1279,3.334246575,3.046575342,1195,1243
1651,1610,1,0.657534247,SA,39,8_4,0.84,1,101.1,40,1170,917,3.479452055,6.410958904,1170,917
1652,1579,1,3.150684932,A,39,7_46,1.08,1,117,30,1170,1063,3.043835616,3.821917808,1170,917
1653,1579,1,0.164383562,FL,39,5_15,1.06,2,64,39,1170,1063,3.043835616,3.821917808,1170,917
1654,1582,1,0.328767123,OFL,39,5_16,0.85,2,67,39,1161,849,3.361643836,5.747945205,1161,525
1655,1581,1,0.328767123,OFL,39,5_15,0.79,2,67,39,1161,525,3.361643836,6.676712329,1161,525
1656,1581,1,6.282191781,A,39,4_31,1.43,2,92.1,75,1161,525,3.361643836,6.676712329,1161,525
1657,1581,1,3.317808219,A,39,4_13,1.06,2,92.1,30,1161,525,3.361643836,6.676712329,1161,525
1658,1581,1,8.378082192,A,39,3_75,0.86,2,92.1,87,1161,525,3.361643836,6.676712329,1161,525
1659,1581,1,2.326027397,A,39,4_4,1.39,2,92.1,41,1161,525,3.361643836,6.676712329,1161,525
1660,1573,0,0.328767123,OFL,39,5_15,0.76,2,41,39,0,0,0,0,476,1394
1661,1580,0,9.189041096,A,39,7_45,0.51,1,76,92,1403,525,2.671232877,6.84109589,1403,849
1662,1580,0,0.164383562,FL,39,5_15,0.94,2,69,39,1403,525,2.671232877,6.84109589,1403,849
1663,1580,0,2.123287671,A,39,4_2,1.2,2,76,41,1403,525,2.671232877,6.84109589,1403,849
1664,1593,1,6.189041096,A,39,4_32,1.44,2,111,75,1017,1018,7.791780822,4.55890411,1017,1018
1665,1597,0,0.328767123,OFL,39,5_17,1.1,2,82,39,774,1198,5.778082192,3.698630137,774,1198
1666,1589,0,6.238356164,A,39,3_68,0.82,2,10,75,1382,847,2.621917808,5.75890411,1382,847
